ts,open,high,low,close,volume
1758076740000,4.2532,4.2532,4.2532,4.2532,0.0
1758076800000,4.2491,4.2491,4.2479,4.2479,698.0
1758076860000,4.2448,4.2448,4.2448,4.2448,0.0
1758076920000,4.2512,4.2512,4.2512,4.2512,0.0
1758076980000,4.2534,4.2534,4.2532,4.2532,2.3
1758077040000,4.253,4.254,4.253,4.254,729.3
1758077100000,4.2527,4.2531,4.2527,4.2531,100.0
1758077160000,4.2497,4.2498,4.2492,4.2492,1135.6
1758077220000,4.2498,4.2498,4.2493,4.2493,294.8
1758077280000,4.2525,4.2525,4.2525,4.2525,0.0
1758077340000,4.2546,4.255,4.2546,4.2546,51.2
1758077400000,4.2536,4.254,4.2529,4.253,528.7
1758077460000,4.2552,4.2565,4.2552,4.2565,627.9
1758077520000,4.258,4.258,4.2572,4.2572,380.3
1758077580000,4.2591,4.2592,4.2576,4.2585,666.0
1758077640000,4.2592,4.2592,4.2572,4.2572,117.0
1758077700000,4.2515,4.2516,4.2475,4.2475,6544.8
1758077760000,4.2448,4.2453,4.2445,4.2453,1008.7
1758077820000,4.2452,4.2456,4.2451,4.2451,297.5
1758077880000,4.2473,4.2473,4.2473,4.2473,0.0
1758077940000,4.2435,4.2435,4.2435,4.2435,0.0
1758078000000,4.2435,4.244,4.243,4.244,51.5
1758078060000,4.242,4.242,4.2403,4.2403,216.4
1758078120000,4.239,4.24,4.239,4.24,276.3
1758078180000,4.2408,4.2408,4.2396,4.2396,301.0
1758078240000,4.2379,4.2396,4.2379,4.2384,635.7
1758078300000,4.2427,4.2429,4.2404,4.2404,484.4
1758078360000,4.243,4.243,4.2413,4.2417,480.5
1758078420000,4.242,4.244,4.242,4.244,42.4
1758078480000,4.2456,4.2456,4.2455,4.2455,101.9
1758078540000,4.2476,4.2495,4.2476,4.2494,2861.0
